id,channelName,commentsCount,likes,viewCount,date,numberOfSubscribers,url,title,location
r_hbBScBk_s,Lenskart,3,189,10208,2023-09-25T00:00:00.000Z,,https://www.youtube.com/shorts/r_hbBScBk_s,Grab The Best Offers At Your Nearest Lenskart Store | #Shorts | #Lenskart,Patna
3MGIk-N-MwQ,Lenskart,1,329,10180,2024-03-13T00:00:00.000Z,,https://www.youtube.com/shorts/3MGIk-N-MwQ,What To Do With Your Old Glasses | #Shorts | #Lenskart,Bhopal
iQXr_mln95U,Lenskart,5,213,9740,2024-01-29T00:00:00.000Z,,https://www.youtube.com/shorts/iQXr_mln95U,Things You Need To Know About Lenskart Hustlr Eyeglasses | #Shorts | #Lenskart,Nashik
J5fCMaEejy8,Lenskart,2,236,9537,2023-12-07T00:00:00.000Z,,https://www.youtube.com/shorts/J5fCMaEejy8,Shark Tank India Season 3 Coming Soon | Peyush Bansal | #Lenskart,Meerut
CGDFbdQCUis,Lenskart,0,145,9913,2023-12-14T00:00:00.000Z,,https://www.youtube.com/shorts/CGDFbdQCUis,Why You Need Powered Sunglasses | #Shorts | #Lenskart,Varanasi
YBpeagaLF48,Lenskart,1,147,10415,2023-12-14T00:00:00.000Z,,https://www.youtube.com/shorts/YBpeagaLF48,Lenskart Gold Rush SALE IS BACK | #Shorts | #Lenskart,Noida
pLo59SzUyiI,Lenskart,3,266,10592,2024-02-02T00:00:00.000Z,,https://www.youtube.com/shorts/pLo59SzUyiI,Should You Buy Polarised Sunglasses? | #Shorts | #Lenskart,Chennai
dcZO6BV4fIo,Lenskart,0,174,10767,2024-01-28T00:00:00.000Z,,https://www.youtube.com/shorts/dcZO6BV4fIo,Choosing the Right Eyeglasses According To Your Hair Color | #Shorts | #Lenskart,Lucknow
xF1arptgS8Y,Lenskart,5,327,11224,2023-09-01T00:00:00.000Z,,https://www.youtube.com/shorts/xF1arptgS8Y,Must Have Colored Contact Lenses For Every Bride To Be | #Shorts | #Lenskart,Hyderabad
p_WeBO26q3Y,Lenskart,5,140,10712,2024-04-03T00:00:00.000Z,,https://www.youtube.com/shorts/p_WeBO26q3Y,Why Progressive Lenses Are Gaining Popularity | #Shorts | #Lenskart,Delhi
fixAx7c_bxI,Lenskart,3,214,10774,2024-05-09T00:00:00.000Z,,https://www.youtube.com/shorts/fixAx7c_bxI,Things You'll Relate To If You Wear Eyeglasses | Lenskart,Visakhapatnam
23DLj7LAa8g,Lenskart,0,258,11002,2023-11-15T00:00:00.000Z,,https://www.youtube.com/shorts/23DLj7LAa8g,Types Of Lenses | #Shorts | #Lenskart,Hyderabad
v0HN6SptvSM,Lenskart,2,112,10223,2024-02-10T00:00:00.000Z,,https://www.youtube.com/shorts/v0HN6SptvSM,Most FAMOUS GAME Of The Year 2024 | #Shorts | #Lenskart,Surat
Q2yABJMED9A,Shark Tank India,371,10000,541722,2024-02-22T00:00:00.000Z,3360000,https://www.youtube.com/watch?v=Q2yABJMED9A,Shark Amit ?? ?Intense Focus? ?? ???? Lenskart ?? Compare | Shark Tank India S3 | Full Pitch,Hyderabad
zRZIVLjNHzY,Lenskart,23,713,342199,2024-06-08T00:00:00.000Z,272000,https://www.youtube.com/watch?v=zRZIVLjNHzY,No More Tired Eyes | Lenskart BLU Screen Glasses,Ludhiana
FgD2RhBc2B0,Amma Kuthuru,18,161,10863,2023-10-27T00:00:00.000Z,926,https://www.youtube.com/watch?v=FgD2RhBc2B0,Lenskart Glasses unboxing & review | ?????? ?? | Free eye test | Aqualens | Sunglasses | Eyeglasses,Noida
AV8LYlSnzzY,Lenskart,1,139,11048,2023-12-16T00:00:00.000Z,,https://www.youtube.com/shorts/AV8LYlSnzzY,Why You Should Try Out The New Hustlr Sunglasses | #Shorts | #Lenskart,Meerut
VM7GGk_4SXk,Lenskart,3,196,7430,2024-06-01T00:00:00.000Z,,https://www.youtube.com/shorts/VM7GGk_4SXk,These Glasses are NOT EXPENSIVE AT ALL | #Shorts | #Lenskart,Hyderabad
vupGRIJSzuI,Lenskart,1,109,7379,2024-04-25T00:00:00.000Z,,https://www.youtube.com/shorts/vupGRIJSzuI,Hustlr Glasses SUPER FAST DELIVERY | #Shorts | #Lenskart,Mumbai
3UzaQBaY2Ug,Lenskart,3,108,7064,2024-02-03T00:00:00.000Z,,https://www.youtube.com/shorts/3UzaQBaY2Ug,Galentines Day ft. Lenskart Sunnies | #Shorts | #Lenskart,Chennai
Unk9MYiw_xc,Lenskart,0,173,7414,2024-03-28T00:00:00.000Z,,https://www.youtube.com/shorts/Unk9MYiw_xc,You SHOULD NOT MISS This Opportunity | #Shorts | #Lenskart,Ludhiana
Wg_oIeyA0Cg,Lenskart,7,211,7603,2024-08-20T00:00:00.000Z,,https://www.youtube.com/shorts/Wg_oIeyA0Cg,Eyewear Styles You Will NOT Find Anywhere Else | #Shorts | #Lenskart,Jaipur
ce2fSyIjxy4,Lenskart,4,184,7307,2024-01-16T00:00:00.000Z,,https://www.youtube.com/shorts/ce2fSyIjxy4,#SPOTTED : Avneet Kaur Wearing Lenskart Hustlr Glasses | #Shorts | #Lenskart,Patna
jTxMuBu7Ajo,Lenskart,4,185,11063,2024-01-31T00:00:00.000Z,,https://www.youtube.com/shorts/jTxMuBu7Ajo,Coolest Sunglasses For Men Trending Right Now | #Shorts | #Lenskart,Kolkata
ayxv4_N3sys,Lenskart,3,211,7064,2024-04-03T00:00:00.000Z,,https://www.youtube.com/shorts/ayxv4_N3sys,Peyush Bansal in Conversation With Ronnie Screwvala | Shark Tank India | #Shorts | #Lenskart,Ranchi
4_oBzD75iZM,Lenskart,11,226,7580,2024-07-03T00:00:00.000Z,,https://www.youtube.com/shorts/4_oBzD75iZM,Reasons to Buy Hustlr Glasses | #Shorts | #Lenskart,Lucknow
4CG95Dsy6LQ,Lenskart,3,205,7763,2024-04-17T00:00:00.000Z,,https://www.youtube.com/shorts/4CG95Dsy6LQ,What To Do With Old Glasses? | TOP TIPS | #Shorts | #Lenskart,Rajkot
7qnUmOZoZXU,Lenskart,2,185,7691,2024-02-12T00:00:00.000Z,,https://www.youtube.com/shorts/7qnUmOZoZXU,Glasses To Wear On Your Next Date | #Shorts | #Lenskart,Ludhiana
IQU9RlKdlT4,Lenskart,1,182,7679,2024-01-05T00:00:00.000Z,,https://www.youtube.com/shorts/IQU9RlKdlT4,How to fix glasses that slide down the nose? | #Shorts | #Lenskart,Faridabad
_zIu8OU03wU,Lenskart,0,136,7711,2024-01-23T00:00:00.000Z,,https://www.youtube.com/shorts/_zIu8OU03wU,Getting Ready for College ft. Lenskart Hustlr Glasses | #Shorts | #Lenskart,Agra
PBgTbrH_UOo,Lenskart,3,154,7844,2024-04-28T00:00:00.000Z,,https://www.youtube.com/shorts/PBgTbrH_UOo,This Will Leave You SHOCKED | #Shorts | Lenskart Buyback | #Shorts | #Lenskart,Visakhapatnam
Z2bC4XVmNGY,Lenskart,4,188,8244,2024-03-08T00:00:00.000Z,,https://www.youtube.com/shorts/Z2bC4XVmNGY,All New Colors Of Hustlr At The Lenskart Store | #Shorts | #Lenskart,Visakhapatnam
c8v1fwRIe9I,Lenskart,1,236,8011,2023-11-24T00:00:00.000Z,,https://www.youtube.com/shorts/c8v1fwRIe9I,Things To Do At Lenskart Store | Lenskart Eyeconic Sale | #Shorts | #Lenskart,Ahmedabad
WpoWALOhNOg,Lenskart,2,123,7920,2024-02-13T00:00:00.000Z,,https://www.youtube.com/shorts/WpoWALOhNOg,Best Selling Eyeglasses For Kids in India | #Shorts | #Lenskart,Faridabad
i31Pbd7JpmM,Lenskart,1,63,7207,2024-05-11T00:00:00.000Z,272000,https://www.youtube.com/watch?v=i31Pbd7JpmM,3 Services FREE On Lenskart Right Now | Best Gift for Moms | #Lenskart,Lucknow
mn5IwRlCzI0,kooL Tech,71,269,7295,2024-08-25T00:00:00.000Z,189000,https://www.youtube.com/watch?v=mn5IwRlCzI0,"Lenskart 70% Off, Fi Cashback Looot, Flash Swiggy Rs.250 Free Loot, Online Shopping Loot Offers",Nashik
hR0yzTrsETQ,Lenskart,2,136,6984,2024-02-24T00:00:00.000Z,,https://www.youtube.com/shorts/hR0yzTrsETQ,LATEST Eyewear At The Lenskart Store Right Now | #Shorts | #Lenskart,Ghaziabad
zoGV1TRQjlQ,Lenskart,3,151,8268,2024-02-07T00:00:00.000Z,,https://www.youtube.com/shorts/zoGV1TRQjlQ,The NEON GLASSES You Must Buy Right Now | #Shorts | #Lenskart,Coimbatore
06kEPiVKUxE,Lenskart,5,436,8275,2024-02-15T00:00:00.000Z,,https://www.youtube.com/shorts/06kEPiVKUxE,SURPRISING NANI | Valentine's Day Special | #Shorts | #Lenskart,Jaipur
tRyqpXx6zvk,Lenskart,1,399,8295,2024-06-22T00:00:00.000Z,,https://www.youtube.com/shorts/tRyqpXx6zvk,5 TIPS To Have Healthy Eyes | #Shorts | #Lenskart,Mumbai
PmQkGLx1wDU,Lenskart,3,100,5865,2024-06-16T00:00:00.000Z,,https://www.youtube.com/shorts/PmQkGLx1wDU,Pilates Workout ft. Lenskart Glasses | #Shorts | #Lenskart,Bangalore
kZ8itQCO96Q,Lenskart,3,191,5935,2024-08-02T00:00:00.000Z,,https://www.youtube.com/shorts/kZ8itQCO96Q,Weekend Shopping Plans | #Shorts | #Lenskart,Mumbai
1qqP8G02yII,Lenskart,0,116,5809,2024-07-06T00:00:00.000Z,,https://www.youtube.com/shorts/1qqP8G02yII,Services at Lenskart Store You SHOULDN'T MISS | #Shorts | #Lenskart,Hyderabad
V28WXJavwBI,Lenskart,0,94,5742,2023-12-09T00:00:00.000Z,,https://www.youtube.com/shorts/V28WXJavwBI,Grab Your Fav Shark's Hustlr Eyeglasses At FLAT 60% Off | #Shorts | #Lenskart,Indore
0_ylWu9Ze0o,Lenskart,0,41,5786,2024-06-22T00:00:00.000Z,,https://www.youtube.com/shorts/0_ylWu9Ze0o,When Moms Want to Relax | #Shorts | #Lenskart,Noida
ne-AUM9psoU,Lenskart,6,221,6066,2024-08-11T00:00:00.000Z,,https://www.youtube.com/shorts/ne-AUM9psoU,Peyush and Jeremie on Le Petit Lunetier | #Shorts | #Lenskart,Patna
7GpYaO8VoM4,Lenskart,4,98,6020,2024-06-30T00:00:00.000Z,,https://www.youtube.com/shorts/7GpYaO8VoM4,Eyewear Styles at BEST PRICES | Lenskart Store | #Shorts | #Lenskart,Mumbai
GDhymUueiBM,Lenskart,3,116,6072,2024-03-14T00:00:00.000Z,,https://www.youtube.com/shorts/GDhymUueiBM,Lenskart HOLI SALE Is Here | #Shorts | #Lenskart,Ranchi
rEyFidTjGnc,Lenskart,2,179,6172,2024-07-28T00:00:00.000Z,,https://www.youtube.com/shorts/rEyFidTjGnc,A Day of Using Screen Glasses | #Shorts | #Lenskart,Surat
s38254RO9PI,Lenskart,6,186,6036,2024-02-25T00:00:00.000Z,,https://www.youtube.com/shorts/s38254RO9PI,Unboxing The ULTIMATE Kids Superhero Sunglasses | Batman | DC X Lenskart | #Shorts | #Lenskart,Indore
olHGm-gUAZ8,Lenskart,11,102,7166,2024-06-18T00:00:00.000Z,272000,https://www.youtube.com/watch?v=olHGm-gUAZ8,The Solution to Screen Time Eye Strain | Lenskart Screen Glasses,Faridabad
O327nTCIP_4,Lenskart,2,138,6256,2024-01-14T00:00:00.000Z,,https://www.youtube.com/shorts/O327nTCIP_4,SAVINGS at the Lenskart Gold Rush Sale | #Shorts | #Lenskart,Gurgaon
FoSASdfBlsA,Lenskart,2,78,6335,2024-02-15T00:00:00.000Z,,https://www.youtube.com/shorts/FoSASdfBlsA,3 EASY Outfit Ideas for MEN | #Shorts | #Lenskart,Indore
w3qMq_oZPVc,Lenskart,0,106,6480,2023-12-10T00:00:00.000Z,,https://www.youtube.com/shorts/w3qMq_oZPVc,Introducing The New DC Superhero Collection For Kids | #Shorts | #Lenskart,Lucknow
zDhT2tYfcLo,Lenskart,1,87,6394,2024-05-25T00:00:00.000Z,,https://www.youtube.com/shorts/zDhT2tYfcLo,FREE Kids Glasses | #Shorts | #Lenskart,Mumbai
8HQW0cNL1P8,Lenskart,2,141,5987,2024-01-01T00:00:00.000Z,,https://www.youtube.com/shorts/8HQW0cNL1P8,Unboxing Neon Party Glasses | Lenskart Air Electropunk | #Lenskart,Bhopal
WDgXpV9ut6M,Lenskart,2,179,6498,2023-12-12T00:00:00.000Z,,https://www.youtube.com/shorts/WDgXpV9ut6M,Do Eating Carrots Really Improve Your Eyesight? | #Shorts | #Lenskart,Ghaziabad
ppQgLkSQT-M,Enathu Thagaval Ulagam-???? ????? ?????,15,84,6367,2024-02-27T00:00:00.000Z,12300,https://www.youtube.com/watch?v=ppQgLkSQT-M,????? ????????Glasses ??????? ????????????? Lenskart Free shopping offer | Lenskart BLU Glasses Review,Ghaziabad
Ia8jBjYosJI,Lenskart,5,321,8330,2024-07-27T00:00:00.000Z,,https://www.youtube.com/shorts/Ia8jBjYosJI,3 Services That Are FREE At The Lenskart Store | #Lenskart,Pune
GoyzwLJ6IIM,Lenskart,5,129,6049,2023-12-22T00:00:00.000Z,,https://www.youtube.com/shorts/GoyzwLJ6IIM,Step Out In Style Wearing Lenskart Hustlr Sunglasses | #Shorts | #Lenskart,Lucknow
KtnLilbXMTs,Lenskart,2,168,6150,2024-07-02T00:00:00.000Z,,https://www.youtube.com/shorts/KtnLilbXMTs,The PROS Of Using Lenskart Screen Glasses | #Shorts,Ludhiana
VeVw_OXnBFU,Lenskart,4,145,8628,2024-05-29T00:00:00.000Z,,https://www.youtube.com/shorts/VeVw_OXnBFU,Why Hooper is Kids Favourite | #Shorts | #Lenskart,Ludhiana
iAY_--lu05o,Lenskart,3,158,8579,2023-12-15T00:00:00.000Z,,https://www.youtube.com/shorts/iAY_--lu05o,Lenskart Gold Rush SALE IS HERE ft. Mrunal Thakur | #Shorts | #Lenskart,Surat
6O1X40yLSjQ,Lenskart,1,204,8482,2024-02-19T00:00:00.000Z,,https://www.youtube.com/shorts/6O1X40yLSjQ,Best Selling Eyeglasses on Lenskart | #Shorts | #Lenskart,Meerut
xZuiYR___9Q,Lenskart,4,107,6429,2024-06-02T00:00:00.000Z,,https://www.youtube.com/shorts/xZuiYR___9Q,#SPOTTED Nitibha Kaul at the Lenskart Store,Agra
6D8XuCZqDl8,Lenskart,2,91,5107,2024-02-25T00:00:00.000Z,,https://www.youtube.com/shorts/6D8XuCZqDl8,The New NEON HUSTLR Glasses | #Shorts | #Lenskart,Faridabad
qn_1LtMatz4,Lenskart,2,79,5159,2024-03-07T00:00:00.000Z,,https://www.youtube.com/shorts/qn_1LtMatz4,Celebrate Women's Day With Special DISCOUNT | #Shorts | #Lenskart,Ahmedabad
81kwfpwzF4g,Lenskart,2,105,5196,2024-04-22T00:00:00.000Z,,https://www.youtube.com/shorts/81kwfpwzF4g,This Is What You Can Do With Your Old Glasses | Lenskart Buyback | #Shorts | #Lenskart,Agra
DRIGNp_eFEY,Lenskart,2,58,5396,2024-04-08T00:00:00.000Z,,https://www.youtube.com/shorts/DRIGNp_eFEY,Every Time You Want To Buy New Glasses | #Shorts | #Lenskart,Bangalore
kQOTvYYEdaY,Lenskart,3,162,5310,2024-06-26T00:00:00.000Z,,https://www.youtube.com/shorts/kQOTvYYEdaY,GLASSES THAT WON'T FALL AT ALL | Lenskart Air Pro-Fit | #Shorts | #Lenskart,Kolkata
9Yp4x2W4txc,Lenskart,2,163,5292,2024-03-10T00:00:00.000Z,,https://www.youtube.com/shorts/9Yp4x2W4txc,Helping The Ones In Need | #GlassesBadloIndiaBadlo | #Shorts | #Lenskart,Visakhapatnam
GopUj5M-6AY,Lenskart,1,87,5331,2024-01-25T00:00:00.000Z,,https://www.youtube.com/shorts/GopUj5M-6AY,Essential Packing List for a Winter Trip | #Shorts | #Lenskart,Nagpur
fDt90HAgGEA,Lenskart,2,175,5462,2024-05-22T00:00:00.000Z,,https://www.youtube.com/shorts/fDt90HAgGEA,Inside Lenskart Store | #Shorts | #Lenskart,Lucknow
aJ-n7SfetbI,Lenskart,1,98,5507,2024-04-23T00:00:00.000Z,,https://www.youtube.com/shorts/aJ-n7SfetbI,TOP REASONS Why You Should Visit the Lenskart Store | #Shorts | #Lenskart,Mumbai
#NAME?,Lenskart,1,93,5511,2023-12-17T00:00:00.000Z,,https://www.youtube.com/shorts/-jgbYpkt3J0,Sonam Bajwa For John Jacobs | @johnjacobseyewear9648 | #Lenskart,Visakhapatnam
eFE8_eAG0os,Lenskart,1,91,5698,2024-01-26T00:00:00.000Z,,https://www.youtube.com/shorts/eFE8_eAG0os,Try Kiara Advani Approved Contact Lenses | #Shorts | #Lenskart,Agra
h6uLDcXz8Ho,Lenskart,3,148,5540,2024-01-23T00:00:00.000Z,,https://www.youtube.com/shorts/h6uLDcXz8Ho,Kiara Advani Approved Sunnies You Need To Buy | #Shorts | #Lenskart,Ahmedabad
GldAjZC0gEQ,Lenskart,0,122,5821,2023-10-17T00:00:00.000Z,,https://www.youtube.com/shorts/GldAjZC0gEQ,Stop Your Glasses From Falling Off | #Shorts | #Lenskart,Pune
AEwt3HD1R2M,Roshan SA,12,0,5243,2024-02-23T00:00:00.000Z,4910,https://www.youtube.com/watch?v=AEwt3HD1R2M,LENSKART EXPERIENCE and REVIEW in Tamil: ??worthy ?,Chennai
TJg69ZFrbY4,Lenskart,3,170,5214,2024-08-10T00:00:00.000Z,,https://www.youtube.com/shorts/TJg69ZFrbY4,Non-Falling Glasses | Lenskart Air Pro-Fit | #Shorts,Ludhiana
5L7SpW1M1iE,Lenskart,1,118,5457,2024-04-24T00:00:00.000Z,,https://www.youtube.com/shorts/5L7SpW1M1iE,Watch This Video Before You Throw Away Your Old Glasses | #Shorts | #Lenskart,Faridabad
pDbTwBekZW4,Lenskart,1,127,5533,2024-08-22T00:00:00.000Z,,https://www.youtube.com/shorts/pDbTwBekZW4,Buy Your Entire Eyewear Wishlist Here | #Shorts | #Lenskart,Nagpur
KS1sHMg-lsk,incbasil,4,75,5615,2024-06-01T00:00:00.000Z,363,https://www.youtube.com/watch?v=KS1sHMg-lsk,Piyush Bansal vs  Ratan Tata | How Lenskart defeated Titan | Lenskart | Titan Eye Plus,Meerut
8jdtee4g4Y4,Lenskart,5,119,5783,2024-05-13T00:00:00.000Z,,https://www.youtube.com/shorts/8jdtee4g4Y4,The BEST Gaming Glasses | #Shorts | #Lenskart,Agra
UuoZqo216wM,Supra_tales,15,122,6334,2024-08-28T00:00:00.000Z,8740,https://www.youtube.com/watch?v=UuoZqo216wM,???????? ???????? ????? ???? ???? |Vlog205 | USA|Dombivali | Hometour |Marathivlog|lenskart|Kharghar,Faridabad
h-VxLXcypHM,Lenskart,3,207,8722,2023-12-21T00:00:00.000Z,,https://www.youtube.com/shorts/h-VxLXcypHM,Who Wins FREE Lenskart Glasses | #Shorts | #Lenskart,Ludhiana
w0cOFDIXOkI,Lenskart,3,199,9034,2024-05-23T00:00:00.000Z,,https://www.youtube.com/shorts/w0cOFDIXOkI,Most Asked Questions Progressive Lenses | #Shorts | #Lenskart,Coimbatore
PbEleuAQalk,Lenskart,3,192,8802,2024-03-01T00:00:00.000Z,,https://www.youtube.com/shorts/PbEleuAQalk,#NewLaunch : Space Themed Eyewear For Kids | #Shorts | #Lenskart,Ranchi
yxMj6ESIqhU,Lenskart,0,245,8854,2023-10-01T00:00:00.000Z,,https://www.youtube.com/shorts/yxMj6ESIqhU,How To Wear Contact Lenses In 30 Seconds | #Shorts | #Lenskart,Bangalore
Csj5zgVVUyI,Lenskart,6,186,8693,2024-03-01T00:00:00.000Z,,https://www.youtube.com/shorts/Csj5zgVVUyI,The NEON Hustlr GLASSES You Must Buy Right Now | #Shorts | #Lenskart,Nashik
Qq3NC-ySIY0,Lenskart,5,314,8935,2024-08-14T00:00:00.000Z,,https://www.youtube.com/shorts/Qq3NC-ySIY0,Types of Lens Coatings | #Shorts | #Lenskart,Nagpur
LLsMkHDHQds,Lenskart,2,115,8827,2024-01-22T00:00:00.000Z,,https://www.youtube.com/shorts/LLsMkHDHQds,The NEW HUSTLR Sunglasses You Need to Try | #Shorts | #Lenskart,Rajkot
8OWCdZBO88s,Lenskart,2,97,4885,2024-08-06T00:00:00.000Z,,https://www.youtube.com/shorts/8OWCdZBO88s,Shopping With Your Best Friend | #Shorts | #Lenskart,Vadodara
kXagzN-DlP8,Lenskart,2,106,4578,2024-03-22T00:00:00.000Z,,https://www.youtube.com/shorts/kXagzN-DlP8,Styling Tips For Holi Party 2024 | #Shorts | #Lenskart,Hyderabad
an-HGTb3CL8,Lenskart,2,133,4759,2024-04-25T00:00:00.000Z,,https://www.youtube.com/shorts/an-HGTb3CL8,Get Your Eyes Tested At Home | Lenskart At Home | #Lenskart,Vadodara
owiBpRGLtwU,Lenskart,2,116,4857,2024-07-19T00:00:00.000Z,,https://www.youtube.com/shorts/owiBpRGLtwU,Types of Progressive Lenses | Progressive Lens Guide | #Lenskart,Vadodara
gDu9xtaH1Wg,Lenskart,1,94,4586,2024-01-15T00:00:00.000Z,,https://www.youtube.com/shorts/gDu9xtaH1Wg,Style Secrets of '12th Fail' Actor Vikrant Massey | #Shorts | #Lenskart,Varanasi
CydPNmoKv50,Lenskart,1,90,4811,2024-01-30T00:00:00.000Z,,https://www.youtube.com/shorts/CydPNmoKv50,Reasons to Buy Lenskart Kids Sunglasses | #Shorts | #Lenskart,Delhi
cofDt6AuOE8,Lenskart,2,64,4782,2024-03-06T00:00:00.000Z,,https://www.youtube.com/shorts/cofDt6AuOE8,Unboxing The New Petite Collection | #Shorts | #Lenskart,Indore
GwxPL6L1DrM,Lenskart,5,105,4657,2024-06-09T00:00:00.000Z,,https://www.youtube.com/shorts/GwxPL6L1DrM,SAVE EYES from Mobile and Computer Screens | BEST COMPUTER GLASSES | #Shorts | #Lenskart,Bangalore
7rtuyvXMQi0,Lenskart,2,112,4712,2023-09-06T00:00:00.000Z,,https://www.youtube.com/shorts/7rtuyvXMQi0,Tips To Have Healthy Eyes | #Shorts | #Lenskart,Coimbatore
hmcuX32EIN4,Lenskart,0,93,4685,2024-03-24T00:00:00.000Z,,https://www.youtube.com/shorts/hmcuX32EIN4,Must Have Sunglasses For HOLI | Colors of India | Holi Celebration | #Lenskart,Bangalore
OXhYSixGqX8,Lenskart,1,121,4801,2023-12-21T00:00:00.000Z,,https://www.youtube.com/shorts/OXhYSixGqX8,The Making Of The DC X Lenskart Collection | Lenskart Origins | #Lenskart,Coimbatore
JIe5imvQs30,Lenskart,2,101,5019,2024-04-29T00:00:00.000Z,,https://www.youtube.com/shorts/JIe5imvQs30,3 BEST Glasses For Kids | #Shorts | #Lenakart,Nashik
rJEJLrJ5BFU,Lenskart,0,117,4967,2024-01-12T00:00:00.000Z,,https://www.youtube.com/shorts/rJEJLrJ5BFU,Struggles Of People Who Wear Glasses | #Shorts | #Lenskart,Coimbatore
AWulDv5Uq9Y,Lenskart,5,120,5092,2024-05-12T00:00:00.000Z,,https://www.youtube.com/shorts/AWulDv5Uq9Y,3 Services FREE On Lenskart Right Now | Best Gift for Moms | #Lenskart,Ludhiana
os3_2fj9xiQ,Lenskart,2,127,4988,2023-12-05T00:00:00.000Z,,https://www.youtube.com/shorts/os3_2fj9xiQ,Unboxing The Newly Launched Gulmarg Collection | Lenskart Unboxing | #Lenskart,Varanasi
iLFkjq4mHhI,Lenskart,2,150,5143,2024-07-21T00:00:00.000Z,,https://www.youtube.com/shorts/iLFkjq4mHhI,This is how you can PROTECT YOUR EYES | #Shorts | #Lenskart,Noida
dI7IfrlkBs8,Lenskart,1,102,5190,2024-05-26T00:00:00.000Z,,https://www.youtube.com/shorts/dI7IfrlkBs8,Bifocal vs Progressive Lenses - Which is Better for You? | #Shorts | #Lenskart,Bangalore
xwMvfID-cIM,Lenskart,4,113,5237,2024-04-18T00:00:00.000Z,,https://www.youtube.com/shorts/xwMvfID-cIM,The NEW HUSTLR ACE | #Shorts #Lenskart,Rajkot
kJ6TWF63iVU,Lenskart,5,112,4701,2024-08-03T00:00:00.000Z,272000,https://www.youtube.com/watch?v=kJ6TWF63iVU,How To Maintain Glasses? | Tips to Clean Your Glasses | #Lenskart,Chandigarh
